Date,Time,Latitude,Longitude,Point_num,Chla,PO4,NO3,SST,SSW
20001024,2854,-40.25,3,2,0.326243192,71.21164829,544.0088234,10.21572971,8.201137543
20001025,2855,-40.25,3,2,0.305793107,70.16302645,532.5266171,10.20357609,9.553030014
20001026,2856,-40.25,3,2,0.28416419,67.75486946,507.6778011,10.22305202,12.63618565
20001027,2857,-40.25,3,2,0.291454971,67.22846627,502.2776585,10.29094028,9.74601078
20001028,2858,-40.25,3,2,0.302011549,70.53521305,535.2518177,10.27789402,6.914111614
20001029,2859,-40.25,3,2,0.303004116,72.206828,551.6126003,10.43180656,6.050048828
20001030,2860,-40.25,3,2,0.297368795,71.62419111,545.736124,10.52083111,4.630554199
20001031,2861,-40.25,3,2,0.294608712,71.3329038,542.6135845,10.75811768,4.333855152
20001101,2862,-40.25,3,2,0.288353741,71.24532282,541.4409618,11.18765354,2.803373814
20001102,2863,-40.25,3,2,0.282819241,71.5847522,544.5208111,11.71961498,1.503668547
20001103,2864,-40.25,3,2,0.281529099,72.8467688,556.083786,11.68546295,1.783079505
20001104,2865,-40.25,3,2,0.278454393,73.77847254,563.9075775,11.70021534,3.960333824
20001105,2866,-40.25,3,2,0.280953199,73.55772793,560.3581352,11.50397587,6.291621685
20001106,2867,-40.25,3,2,0.28342241,72.77550697,551.5815582,11.41807079,9.289282799
20001107,2868,-40.25,3,2,0.280024916,72.02296287,543.0860157,11.45381451,9.703502655
20001108,2869,-40.25,3,2,0.273374438,71.81710482,539.57341,11.44882298,9.047643661
20001109,2870,-40.25,3,2,0.273325115,71.68489814,537.114521,11.49674988,7.017947197
20001110,2871,-40.25,3,2,0.272326857,72.38967389,542.8264446,11.4761591,6.181860924
20001111,2872,-40.25,3,2,0.269479483,73.05240035,548.2160034,11.48752117,7.326096535
20001112,2873,-40.25,3,2,0.266400427,72.95233369,546.6190205,11.59741688,9.419042587
20001113,2874,-40.25,3,2,0.26016584,72.67535537,542.786829,11.52027512,10.41563892
20001114,2875,-40.25,3,2,0.255831301,73.12311292,545.527462,11.43379974,14.94257164
20001115,2876,-40.25,3,2,0.266101241,73.60585868,548.6758995,11.39755535,13.00249958
20001116,2877,-40.25,3,2,0.266858131,73.47170413,546.9101658,11.65518951,8.180583954
20001117,2878,-40.25,3,2,0.267228991,73.15137982,543.8916321,11.69594097,4.34784317
20001118,2879,-40.25,3,2,0.273072094,72.87486017,540.955286,11.73305511,7.08297348
20001119,2880,-40.25,3,2,0.282066226,72.77907431,539.4626637,11.62152004,12.73565102
20001120,2881,-40.25,3,2,0.292766839,73.04606408,542.1863861,11.35671711,11.90487194
20001121,2882,-40.25,3,2,0.296704501,73.01483005,541.4875546,11.40365982,8.65075779
20001122,2883,-40.25,3,2,0.290826291,72.99169332,540.2850723,11.37962818,8.866896629
20001123,2884,-40.25,3,2,0.294770807,73.09927404,540.5858555,11.31314564,9.570273399
20001124,2885,-40.25,3,2,0.296801925,73.07992548,539.8397808,11.25764084,10.18470001
20001125,2886,-40.25,3,2,0.295456201,72.93503493,538.0239067,11.36051655,8.927704811
20001126,2887,-40.25,3,2,0.293440342,72.67647088,535.1323204,11.38350677,7.736399174
20001127,2888,-40.25,3,2,0.287801743,72.60228157,533.4849014,11.36131573,7.239195824
20001128,2889,-40.25,3,2,0.287942827,72.5303176,532.2313919,11.36852741,7.582893372
20001129,2890,-40.25,3,2,0.287142932,72.34249443,530.0844021,11.43722248,9.104506493
20001130,2891,-40.25,3,2,0.286197573,72.32291371,528.7249355,11.45076752,12.51244545
20001201,2892,-40.25,3,2,0.287008345,72.17984647,526.6893425,11.61202335,9.492650032
20001202,2893,-40.25,3,2,0.28518948,71.61900431,521.2567978,11.67406559,8.144465446
20001203,2894,-40.25,3,2,0.284176826,71.06154263,515.7952805,11.56842518,9.028136253
20001204,2895,-40.25,3,2,0.28423515,70.75388521,512.4811077,11.60922909,9.717247009
20001205,2896,-40.25,3,2,0.282778323,70.53182125,509.754488,11.59964466,9.484127998
20001206,2897,-40.25,3,2,0.282559663,69.43301886,499.7434998,11.64041138,8.476689339
20001207,2898,-40.25,3,2,0.279725224,68.07041466,487.7202148,11.79675007,5.9865942
20001208,2899,-40.25,3,2,0.277443737,67.58567572,482.9467678,11.79850292,5.793687344
20001209,2900,-40.25,3,2,0.277126998,67.38843024,480.5664892,11.86874294,8.343585014
20001210,2901,-40.25,3,2,0.276155084,66.91236049,476.1994867,12.10644245,5.711328983
20001211,2902,-40.25,3,2,0.270952612,66.30391419,470.9227734,12.57443905,5.482557774
20001212,2903,-40.25,3,2,0.269726157,65.81956029,466.6110849,12.55909443,7.258429527
20001213,2904,-40.25,3,2,0.269757062,65.53783685,463.7647905,12.71497726,5.650717258
20001214,2905,-40.25,3,2,0.268031269,65.28868377,460.9048672,12.85108662,6.055294514
20001215,2906,-40.25,3,2,0.268237293,65.08733869,458.2761335,12.80628681,9.242897987
20001216,2907,-40.25,3,2,0.269279778,64.95384097,456.2977171,12.7755022,8.766158104
20001217,2908,-40.25,3,2,0.269566596,64.80973184,454.3889828,12.78384113,10.21828079
20001218,2909,-40.25,3,2,0.270474195,64.79852587,453.5111122,12.73663712,11.50494862
20001219,2910,-40.25,3,2,0.266193211,65.01707345,454.3748808,12.73961353,9.91014576
20001220,2911,-40.25,3,2,0.270555019,65.25295943,455.8384418,12.94087601,5.896310329
20001221,2912,-40.25,3,2,0.272585094,65.49766749,457.6652842,13.12575436,6.237323761
20001222,2913,-40.25,3,2,0.2740767,65.99135876,461.4943123,13.18013763,5.955160141
20001223,2914,-40.25,3,2,0.27820465,67.01779515,469.9269724,13.20553589,8.136211395
20001224,2915,-40.25,3,2,0.284720778,68.61626834,484.2549706,13.09573364,9.483509064
20001225,2916,-40.25,3,2,0.290099353,70.13782859,498.5837078,13.13840771,7.877185822
20001226,2917,-40.25,3,2,0.293667644,71.79696351,514.6732121,13.11362934,10.44985008
20001227,2918,-40.25,3,2,0.29550463,74.56065387,541.315197,12.99571228,11.38246822
20001228,2919,-40.25,3,2,0.295657098,77.36528933,568.0415573,12.88807678,11.04815292
20001229,2920,-40.25,3,2,0.297930539,78.95199031,582.6322308,12.87413311,11.12642956
20001230,2921,-40.25,3,2,0.299240708,79.37735856,586.2190418,12.94232559,9.179813385
20001231,2922,-40.25,3,2,0.296641201,79.22606945,584.5651188,12.99743271,7.329947472
20010101,2923,-40.25,3,2,0.296014398,78.81938726,580.4992542,13.02205563,9.077673912
20010102,2924,-40.25,3,2,0.298266798,78.32921803,575.337574,13.05471516,8.656137466
20010103,2925,-40.25,3,2,0.299640596,77.45089412,566.0902214,13.0989151,6.324885845
20010104,2926,-40.25,3,2,0.300534189,75.37119269,545.0395393,13.21698093,4.214214802
20010105,2927,-40.25,3,2,0.29814437,72.40888655,515.9750881,13.33678055,7.662129402
20010106,2928,-40.25,3,2,0.290704787,69.10166413,484.6021986,13.45533276,9.296383858
20010107,2929,-40.25,3,2,0.280311197,66.24614596,458.4337978,13.63361359,7.231523037
20010108,2930,-40.25,3,2,0.27640456,65.10694772,448.2221889,13.76742268,8.326636314
20010109,2931,-40.25,3,2,0.277199596,65.06207854,447.3857079,13.60899258,8.970690727
20010110,2932,-40.25,3,2,0.28224057,66.14927858,457.5935917,13.60267258,4.296479702
20010111,2933,-40.25,3,2,0.286264241,68.6427629,480.7335548,13.55664158,9.056186676
20010112,2934,-40.25,3,2,0.295874536,70.9592393,502.0824184,13.35070515,13.15487099
20010113,2935,-40.25,3,2,0.303056836,73.1286791,522.6076317,13.24248981,12.43774033
20010114,2936,-40.25,3,2,0.303443879,74.72866982,537.777935,13.26617146,8.066010475
20010115,2937,-40.25,3,2,0.301493555,75.72104663,547.0456867,13.28026581,8.926704407
20010116,2938,-40.25,3,2,0.299805582,76.39199495,553.3808174,13.21537495,11.88667297
20010117,2939,-40.25,3,2,0.300043285,76.65341288,555.9213619,13.17002773,12.2325058
20010118,2940,-40.25,3,2,0.299647093,76.60457999,555.5020275,13.13105011,11.95341587
20010119,2941,-40.25,3,2,0.297663599,76.34881318,553.1461983,13.09381199,9.775524139
20010120,2942,-40.25,3,2,0.298849404,76.44762278,554.3385696,13.15581512,10.24520111
20010121,2943,-40.25,3,2,0.300364166,76.73251718,557.4570885,13.25859928,10.86697769
20010122,2944,-40.25,3,2,0.295706213,76.92549884,559.4819794,13.21681595,10.10127544
20010123,2945,-40.25,3,2,0.294890136,76.95180088,559.8861179,13.13050079,9.736138344
20010124,2946,-40.25,3,2,0.295447916,77.00681716,560.5821114,13.1108017,9.370733261
20010125,2947,-40.25,3,2,0.2939924,77.17139602,562.1912746,13.23098278,6.1631217
20010126,2948,-40.25,3,2,0.28873381,77.5648281,566.0744934,13.47271633,6.480717659
20010127,2949,-40.25,3,2,0.285054833,77.59112448,566.5530148,13.67573643,6.713272095
20010128,2950,-40.25,3,2,0.287230313,76.54001683,556.5678654,13.81108475,5.889882088
20010129,2951,-40.25,3,2,0.290385723,75.55703968,545.9619923,13.70529175,8.130455017
20010130,2952,-40.25,3,2,0.290309817,75.46871692,544.3225555,13.70942402,10.28189754
20010131,2953,-40.25,3,2,0.287273049,75.80312937,546.6688652,13.69650745,10.15809059
20010201,2954,-40.25,3,2,0.286555618,75.21442235,540.6790409,13.6017561,11.08118153
20010202,2955,-40.25,3,2,0.285497576,73.18650961,520.92243,13.46479511,9.372597694
20010203,2956,-40.25,3,2,0.283682793,72.11878836,510.5685005,13.56423092,7.189365864
20010204,2957,-40.25,3,2,0.284142613,71.68218017,506.0882683,13.5248642,6.860032558
20010205,2958,-40.25,3,2,0.284901619,70.7005167,496.4391422,13.87772274,4.963872433
20010206,2959,-40.25,3,2,0.280589998,70.11613011,491.0615864,14.22741699,4.683359146
20010207,2960,-40.25,3,2,0.276738167,68.91491115,479.6311464,14.61273479,3.737956285
20010208,2961,-40.25,3,2,0.274861336,66.98307306,460.9577274,14.5762558,1.044473529
20010209,2962,-40.25,3,2,0.276982725,66.98691219,461.1008167,14.63250732,6.851121426
20010210,2963,-40.25,3,2,0.281273365,67.56662726,466.7943811,14.76611042,7.798540592
20010211,2964,-40.25,3,2,0.283272982,67.26501733,463.3102455,14.82172394,9.431385994
20010212,2965,-40.25,3,2,0.278140932,65.79604417,446.909049,14.40016842,9.299233437
20010213,2966,-40.25,3,2,0.27594173,65.37607223,441.9488764,14.24729443,8.826030731
20010214,2967,-40.25,3,2,0.278453559,66.06337368,448.1867123,14.16272831,9.902009964
20010215,2968,-40.25,3,2,0.280905277,66.74300253,454.5700912,14.04841137,9.668616295
20010216,2969,-40.25,3,2,0.278761536,65.94635934,446.103344,13.89477444,7.842517853
20010217,2970,-40.25,3,2,0.274337739,65.1257357,437.2357693,13.78427505,7.655614853
20010218,2971,-40.25,3,2,0.271940708,64.84638482,433.5702,13.63682079,9.472243309
20010219,2972,-40.25,3,2,0.273909956,64.77892816,432.5980501,13.48591137,8.25954628
20010220,2973,-40.25,3,2,0.274632275,64.76613104,432.4913836,13.49471378,6.446208477
20010221,2974,-40.25,3,2,0.271265984,64.60610479,430.4523907,13.43908215,7.524899483
20010222,2975,-40.25,3,2,0.271315038,64.10187572,425.2063646,13.33790302,7.993722439
20010223,2976,-40.25,3,2,0.270938367,63.81345361,422.5867662,13.31589222,8.382535934
20010224,2977,-40.25,3,2,0.268429995,63.69432718,421.298667,13.30893421,7.245557785
20010225,2978,-40.25,3,2,0.266298294,63.23110551,416.4934387,13.41169453,8.406457901
20010226,2979,-40.25,3,2,0.265345931,62.85440594,412.7570934,13.40851879,9.186401367
20010227,2980,-40.25,3,2,0.26537931,62.72900552,411.5532513,13.4808321,8.498810768
20010228,2981,-40.25,3,2,0.26200515,61.89564705,403.7174864,13.51068497,9.248542786
20010301,2982,-40.25,3,2,0.257975578,60.79237133,393.7885084,13.67756939,7.899594307
20010302,2983,-40.25,3,2,0.255203724,60.14188707,388.2805462,14.11532593,3.79719758
20010303,2984,-40.25,3,2,0.253544003,59.7596553,385.1291523,14.2362566,3.967187881
20010304,2985,-40.25,3,2,0.25394243,59.31631446,381.0611,14.04098606,6.112390041
20010305,2986,-40.25,3,2,0.253726363,59.05448318,378.3566828,13.90272045,7.056527615
20010306,2987,-40.25,3,2,0.253256321,58.90575349,376.8723679,13.88611317,8.235444069
20010307,2988,-40.25,3,2,0.249426737,58.97699267,377.0342007,13.80302143,8.130046844
20010308,2989,-40.25,3,2,0.245303228,58.99943292,376.7508307,13.78778553,8.406862259
20010309,2990,-40.25,3,2,0.249937817,58.93437147,376.1529007,13.74248886,8.622731209
20010310,2991,-40.25,3,2,0.25132212,59.05004382,377.0193596,13.64023972,10.09039879
20010311,2992,-40.25,3,2,0.252046496,59.30801898,379.1106806,13.52613354,10.20656013
20010312,2993,-40.25,3,2,0.253240138,59.295035,378.9182196,13.52898407,7.052322388
20010313,2994,-40.25,3,2,0.247509494,59.25656438,378.280201,13.50258732,9.067588806
20010314,2995,-40.25,3,2,0.249064118,59.31517065,378.5973921,13.45638943,7.618768215
20010315,2996,-40.25,3,2,0.253126442,59.34051573,378.8310356,13.37226391,7.750629902
20010316,2997,-40.25,3,2,0.254201114,59.3025434,378.490489,13.3844099,7.684885025
20010317,2998,-40.25,3,2,0.247462526,59.35796171,378.7714348,13.32190609,8.493127823
20010318,2999,-40.25,3,2,0.24085249,59.42661315,378.9608507,13.32695293,9.525422096
20010319,3000,-40.25,3,2,0.249789298,59.36774075,378.4145393,13.31230927,6.073750496
20010320,3001,-40.25,3,2,0.253129244,59.28623557,377.9082575,13.40410137,4.789626598
20010321,3002,-40.25,3,2,0.252152413,59.25479203,377.6689377,13.44290829,7.866138458
20010322,3003,-40.25,3,2,0.247588411,59.24888045,377.4156046,13.51538467,9.945815086
20010323,3004,-40.25,3,2,0.232389152,59.41805154,378.4735785,13.39826679,9.258822441
20010324,3005,-40.25,3,2,0.244406894,59.45942134,379.0642357,13.3207655,7.27120018
20010325,3006,-40.25,3,2,0.248291552,59.54289705,379.9609089,13.25601196,10.03482628
20010326,3007,-40.25,3,2,0.253454477,59.82925236,383.0662127,13.11842632,13.98579311
20010327,3008,-40.25,3,2,0.259533972,59.94487941,384.8870239,13.03752422,11.30087185
20010328,3009,-40.25,3,2,0.259381056,60.07559121,386.4117823,12.95091629,8.793746948
20010329,3010,-40.25,3,2,0.245224953,60.21082163,387.4711752,12.85512924,12.45416355
20010330,3011,-40.25,3,2,0.250294209,60.38474917,389.480545,12.6873064,12.23309994
20010331,3012,-40.25,3,2,0.258770853,60.35430223,389.4877882,12.60758972,7.048072338
20010401,3013,-40.25,3,2,0.261948019,60.34952879,389.6673298,12.59899426,4.536005497
20010402,3014,-40.25,3,2,0.260590285,60.31318158,389.465497,12.53662968,5.65145874
20010403,3015,-40.25,3,2,0.259715974,60.26635885,389.0892668,12.57013416,6.266238213
20010404,3016,-40.25,3,2,0.259642392,60.29494286,389.4168348,12.59727097,4.668839455
20010405,3017,-40.25,3,2,0.258379698,60.25635332,389.0981655,12.68139362,5.581378937
20010406,3018,-40.25,3,2,0.250119597,60.21536291,388.3702431,12.76574612,7.63559866
20010407,3019,-40.25,3,2,0.245068714,60.38395077,389.4802198,12.78989887,9.87593174
20010408,3020,-40.25,3,2,0.249033943,60.55342764,390.9797897,12.8429575,8.314996719
20010409,3021,-40.25,3,2,0.250572711,60.50713718,390.7456436,12.97367001,5.022843361
20010410,3022,-40.25,3,2,0.24719286,60.56394279,391.1558723,12.91639423,4.915847778
20010411,3023,-40.25,3,2,0.246587843,60.49995154,390.4333897,12.8572464,6.250837803
20010412,3024,-40.25,3,2,0.246406049,60.37824869,389.3166723,12.81009293,4.135506153
20010413,3025,-40.25,3,2,0.24587591,60.31835139,388.7124748,12.84607697,2.785314798
20010414,3026,-40.25,3,2,0.243964091,60.2895239,388.3019505,12.80947495,5.090666771
20010415,3027,-40.25,3,2,0.243707284,60.24625152,387.8573389,12.9043045,5.410759449
20010416,3028,-40.25,3,2,0.245316729,60.2316311,387.8318253,13.04307175,4.569777012
20010417,3029,-40.25,3,2,0.245805517,60.33934772,388.7949286,12.9985857,7.01762104
20010418,3030,-40.25,3,2,0.24387686,60.55087388,390.5681715,12.89672947,8.370505333
20010419,3031,-40.25,3,2,0.246507511,60.64204484,391.5232925,12.99224091,7.252324581
20010420,3032,-40.25,3,2,0.247684836,60.68729341,392.0645485,13.00843716,8.33549881
20010421,3033,-40.25,3,2,0.250305504,60.9013167,394.4243097,12.85110188,12.5138092
20010422,3034,-40.25,3,2,0.255180478,61.46728903,400.5895071,12.62722301,12.17116642
20010423,3035,-40.25,3,2,0.257565975,62.14846939,407.5416069,12.54154205,8.111239433
20010424,3036,-40.25,3,2,0.260667741,62.63246089,412.5741816,12.50595188,6.005795956
20010425,3037,-40.25,3,2,0.259668022,62.83556134,414.5038176,12.51399136,7.129373074
20010426,3038,-40.25,3,2,0.25312236,63.04186672,416.2129955,12.49166012,9.052484512
20010427,3039,-40.25,3,2,0.257244468,63.42284709,420.0380325,12.41526031,8.320611
20010428,3040,-40.25,3,2,0.265021384,64.05574948,426.4955282,12.3859787,7.44203186
20010429,3041,-40.25,3,2,0.26979205,64.3896693,429.9017334,12.40129089,8.599977493
20010430,3042,-40.25,3,2,0.271457165,64.4845888,431.7972822,12.32860565,9.733283997
20010501,3043,-40.25,3,2,0.272520959,64.26823825,430.1101589,12.32293415,10.94642067
20010502,3044,-40.25,3,2,0.274689734,64.48265225,432.6180944,12.35591507,9.414973259
20010503,3045,-40.25,3,2,0.274916381,64.97397095,437.8449631,12.32876873,10.90645313
20010504,3046,-40.25,3,2,0.275315046,65.34721076,441.9590759,12.3173399,10.57786083
20010505,3047,-40.25,3,2,0.263536423,65.77208638,446.367527,12.28168011,8.339529991
20010506,3048,-40.25,3,2,0.267389566,66.17094308,450.7202501,12.34426117,8.583595276
20010507,3049,-40.25,3,2,0.275720388,66.50242805,455.147563,12.27036572,12.62066364
20010508,3050,-40.25,3,2,0.280751973,66.5933159,456.9912863,12.1375351,14.46966362
20010509,3051,-40.25,3,2,0.283348143,66.65050089,458.16113,12.05929947,10.92238617
20010510,3052,-40.25,3,2,0.268893808,66.8342641,460.5350819,12.0273962,8.456586838
20010511,3053,-40.25,3,2,0.255260855,66.9803381,462.696558,11.97041321,11.0755434
20010512,3054,-40.25,3,2,0.264437646,66.87952965,461.8642159,11.93844318,11.8095417
20010513,3055,-40.25,3,2,0.277247101,66.86558872,462.3728333,11.78220844,11.9687376
20010514,3056,-40.25,3,2,0.284951031,66.81610465,462.2714882,11.76839542,7.855320454
20010515,3057,-40.25,3,2,0.286144912,66.78099751,461.9550362,11.83734512,6.253362179
20010516,3058,-40.25,3,2,0.281568259,66.7253527,461.5339279,11.83205414,5.943964958
20010517,3059,-40.25,3,2,0.273727924,66.63124293,460.9912825,11.84341145,6.234586239
20010518,3060,-40.25,3,2,0.268820375,66.5857169,460.8734999,11.79731655,12.17881298
20010519,3061,-40.25,3,2,0.266375363,66.57927871,461.9621019,11.69571304,11.28037262
20010520,3062,-40.25,3,2,0.282188624,66.51493073,462.5690784,11.61610889,9.015372276
20010521,3063,-40.25,3,2,0.29650262,66.45063937,462.5345774,11.56643677,7.205925465
20010522,3064,-40.25,3,2,0.293328524,66.55361086,464.3019371,11.50550175,7.053587437
20010523,3065,-40.25,3,2,0.3022677,66.59361601,465.4539537,11.43729496,13.85521984
20010524,3066,-40.25,3,2,0.315200567,66.55093253,465.6931553,11.3584671,13.67536736
20010525,3067,-40.25,3,2,0.321403116,66.5815267,466.9016094,11.29597092,11.4367733
20010526,3068,-40.25,3,2,0.328192264,66.55675352,467.3943214,11.2518568,10.42109013
20010527,3069,-40.25,3,2,0.320591569,66.7020461,469.5861301,11.22251892,10.26826286
20010528,3070,-40.25,3,2,0.329389244,66.86503381,472.1589289,11.22381496,7.889425278
20010529,3071,-40.25,3,2,0.330738962,66.73809886,471.3605261,11.18052387,9.861065865
20010530,3072,-40.25,3,2,0.333119899,66.63051248,470.9141703,11.12217426,14.34356976
20010531,3073,-40.25,3,2,0.335579455,66.81556672,474.3132505,11.0258131,11.6421299
20010601,3074,-40.25,3,2,0.325998992,66.94474399,476.3350372,10.97222137,8.25317955
20010602,3075,-40.25,3,2,0.29843998,67.07404584,478.0315027,10.93109894,10.30225754
20010603,3076,-40.25,3,2,0.313344717,67.63624132,485.3505201,10.84765148,12.97655964
20010604,3077,-40.25,3,2,0.317780226,68.11621249,491.501852,10.78012085,11.1661768
20010605,3078,-40.25,3,2,0.327132434,68.12832445,492.0021324,10.75152588,10.83618832
20010606,3079,-40.25,3,2,0.33944878,68.82437438,499.8437214,10.69528198,14.42420578
20010607,3080,-40.25,3,2,0.329627216,69.93012458,512.0760231,10.62277985,15.2568264
20010608,3081,-40.25,3,2,0.330881536,70.8176896,521.4444103,10.56974792,11.65529919
20010609,3082,-40.25,3,2,0.340557367,72.93345511,543.3190384,10.54821301,11.08932877
20010610,3083,-40.25,3,2,0.346675694,74.84319836,563.5767574,10.51874924,14.2202158
20010611,3084,-40.25,3,2,0.359286696,76.59776807,581.7751732,10.49543571,10.35333538
20010612,3085,-40.25,3,2,0.361311913,78.53253365,601.1305428,10.48901272,7.006206036
20010613,3086,-40.25,3,2,0.364353627,79.77039993,613.7293186,10.45394421,12.05260563
20010614,3087,-40.25,3,2,0.35454762,80.73525161,623.9748669,10.34867096,17.18555641
20010615,3088,-40.25,3,2,0.336559355,82.24873722,639.7274609,10.27969265,12.2407608
20010616,3089,-40.25,3,2,0.337153971,83.38336587,651.6900806,10.24827862,12.38651752
20010617,3090,-40.25,3,2,0.338303596,84.25482124,661.1856518,10.21332169,12.05799007
20010618,3091,-40.25,3,2,0.342886806,85.16843915,670.7154579,10.15991974,12.11954784
20010619,3092,-40.25,3,2,0.347980976,85.34304619,673.0935192,10.09523106,14.87202454
20010620,3093,-40.25,3,2,0.3578161,85.50028652,675.1963406,10.06123257,11.29851055
20010621,3094,-40.25,3,2,0.370413005,86.17142171,681.9979897,10.13856983,4.248525143
20010622,3095,-40.25,3,2,0.374581337,86.61073089,686.4206905,10.23411465,6.57777071
20010623,3096,-40.25,3,2,0.364795089,86.89313948,689.5022545,10.42793465,9.524626732
20010624,3097,-40.25,3,2,0.378441244,87.29083538,693.8489761,10.75433064,6.181197166
20010625,3098,-40.25,3,2,0.371093005,87.9145363,700.4216824,10.75822735,7.47028923
20010626,3099,-40.25,3,2,0.368154347,88.46359491,706.0867767,10.76716328,11.31805611
20010627,3100,-40.25,3,2,0.36538434,88.93796027,710.9053383,10.77374554,11.39460373
20010628,3101,-40.25,3,2,0.36107564,89.09931153,712.2257805,10.74923706,12.62465
20010629,3102,-40.25,3,2,0.356596917,88.83408278,709.2332039,10.67056561,13.70315933
20010630,3103,-40.25,3,2,0.352951527,88.2695204,703.406395,10.5800457,13.13965416
20010701,3104,-40.25,3,2,0.337848037,87.28445381,693.3809204,10.50228024,14.18602562
20010702,3105,-40.25,3,2,0.342146963,85.31721979,673.734642,10.39930058,14.17182732
20010703,3106,-40.25,3,2,0.355290473,82.58632064,646.6055622,10.31523418,12.36324787
20010704,3107,-40.25,3,2,0.356250167,79.85213161,619.44207,10.2649622,10.69490814
20010705,3108,-40.25,3,2,0.353480369,77.54228026,596.4378052,10.28373814,6.951110363
20010706,3109,-40.25,3,2,0.357900232,75.90740889,580.1157513,10.3333025,5.830989361
20010707,3110,-40.25,3,2,0.356822908,74.6841687,567.8698502,10.35012054,8.145174026
20010708,3111,-40.25,3,2,0.33440271,73.75091344,558.5121651,10.33551502,10.97073078
20010709,3112,-40.25,3,2,0.32684347,73.21424425,553.4414825,10.27872562,12.57879066
20010710,3113,-40.25,3,2,0.322320461,72.8861171,550.0966225,10.24653339,11.52085495
20010711,3114,-40.25,3,2,0.330617815,72.80832082,549.3496017,10.2438221,10.25869751
20010712,3115,-40.25,3,2,0.344413489,72.81976461,549.596756,10.22988129,10.4029398
20010713,3116,-40.25,3,2,0.352133065,73.13284665,553.0647202,10.24762058,9.561218262
20010714,3117,-40.25,3,2,0.352760464,73.8418749,560.6386375,10.28196144,7.164714336
20010715,3118,-40.25,3,2,0.346352994,74.70425338,569.6497154,10.33733559,7.599308968
20010716,3119,-40.25,3,2,0.329581678,75.56218117,578.6698399,10.36998653,9.048093796
20010717,3120,-40.25,3,2,0.326252639,76.87743038,592.4059391,10.37699032,12.74686337
20010718,3121,-40.25,3,2,0.325665772,77.94346422,603.4792175,10.36592388,12.70380878
20010719,3122,-40.25,3,2,0.334805369,79.02117968,614.7574921,10.31800556,10.83591461
20010720,3123,-40.25,3,2,0.33602345,79.95040327,624.4484806,10.28390312,8.612625122
20010721,3124,-40.25,3,2,0.337080687,80.96458048,634.8115158,10.26105404,8.505778313
20010722,3125,-40.25,3,2,0.347916961,81.37956947,639.0593758,10.2754221,9.366282463
20010723,3126,-40.25,3,2,0.350950241,81.69594139,642.1822701,10.28234386,9.497954369
20010724,3127,-40.25,3,2,0.346186727,81.99808925,645.0337086,10.29187012,9.418003082
20010725,3128,-40.25,3,2,0.334422529,81.92814678,644.0241604,10.29876137,8.182611465
20010726,3129,-40.25,3,2,0.334134668,82.69221395,651.7381516,10.2576437,14.42201805
20010727,3130,-40.25,3,2,0.332998484,83.17545235,657.5458622,10.14360905,14.44954872
20010728,3131,-40.25,3,2,0.33888483,82.15394229,647.7333069,10.12312222,10.90864563
20010729,3132,-40.25,3,2,0.327611297,81.86665833,644.964529,10.0726099,12.65491867
20010730,3133,-40.25,3,2,0.300779343,82.76999325,655.1306686,10.01418686,10.37544346
20010731,3134,-40.25,3,2,0.315809608,83.138403,659.6900139,9.969969749,14.48639202
20010801,3135,-40.25,3,2,0.335121691,82.93961167,658.1843834,9.85918808,16.62205124
20010802,3136,-40.25,3,2,0.347394139,81.9216916,647.7598553,9.818273544,7.739257336
20010803,3137,-40.25,3,2,0.354261726,80.38236827,631.3619404,9.836368561,7.569291115
20010804,3138,-40.25,3,2,0.354574442,79.62799519,623.0203667,9.826861382,10.11579704
20010805,3139,-40.25,3,2,0.351138353,79.41697866,620.7680702,9.844474792,13.59742641
20010806,3140,-40.25,3,2,0.333848894,79.17680055,618.1482944,9.824587822,12.52826214
20010807,3141,-40.25,3,2,0.330963135,78.71973962,613.0072498,9.820641518,7.522592068
20010808,3142,-40.25,3,2,0.344026417,78.21937799,607.4018745,9.808083534,6.992385864
20010809,3143,-40.25,3,2,0.343800336,77.76693195,602.4020863,9.775668144,8.596795082
20010810,3144,-40.25,3,2,0.339015305,77.59846866,600.6065521,9.744045258,9.037124634
20010811,3145,-40.25,3,2,0.336055368,77.55901843,600.1614971,9.708525658,10.75199223
20010812,3146,-40.25,3,2,0.342446953,77.40514725,598.6053123,9.693217278,8.890808105
20010813,3147,-40.25,3,2,0.34247157,77.17934608,596.3024025,9.666801453,8.980501175
20010814,3148,-40.25,3,2,0.33351934,77.12915987,595.8937702,9.629746437,11.9488821
20010815,3149,-40.25,3,2,0.326727688,77.25003034,597.41572,9.58989048,13.33385944
20010816,3150,-40.25,3,2,0.323706746,77.37513065,598.8913136,9.55802536,14.04521656
20010817,3151,-40.25,3,2,0.324689388,77.53872991,601.0898628,9.514102936,12.88934898
20010818,3152,-40.25,3,2,0.317160338,78.01719487,606.8697243,9.462468147,14.41025925
20010819,3153,-40.25,3,2,0.319445908,78.82010639,616.6747112,9.394949913,15.76160526
20010820,3154,-40.25,3,2,0.336001843,79.14890736,620.8877449,9.332897186,15.5661974
20010821,3155,-40.25,3,2,0.339534134,79.46873337,624.7426414,9.28116703,14.60330391
20010822,3156,-40.25,3,2,0.341590136,79.74840134,627.988699,9.245444298,9.602223396
20010823,3157,-40.25,3,2,0.347583085,80.02791077,631.1810684,9.224654198,8.433718681
